city,customer_name,customer_segment,discount,number_of_records,order_date,order_id,order_priority,order_quantity,product_base_margin,product_category,product_container,product_name,product_sub_category,profit,region,row_id,sales,ship_date,ship_mode,shipping_cost,state,unit_price,zip_code
Goodyear,Benjamin Farhat,Home Office,0.07,1,2013-10-03,49764,Low,37,0.57,Office Supplies,Small Pack,Fiskars® Softgrip Scissors,"Scissors, Rulers and Trimmers",17.15,West,6962,395.37,2013-10-07,Express Air,3.37,Arizona,10.98,85338
Upper Arlington,Vivek Grady,Corporate,0.06,1,2013-10-04,33573,Critical,15,0.7,Furniture,Jumbo Box,"Iceberg OfficeWorks 42"" Round Tables",Tables,111.0474,East,4717,2272.56,2013-10-04,Delivery Truck,16.01,Ohio,150.98,43221
Selma,Tony Sayre,Home Office,0.06,1,2013-10-04,57475,Low,34,0.37,Office Supplies,Small Box,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Binders and Binder Accessories,-145.3255,South,8045,554.88,2013-10-04,Regular Air,13.18,Alabama,15.99,36701
Selma,Tony Sayre,Home Office,0.04,1,2013-10-04,57475,Low,48,0.36,Office Supplies,Small Box,Wilson Jones® Four-Pocket Poly Binders,Binders and Binder Accessories,-79.81,South,8046,309.65,2013-10-04,Regular Air,5.27,Alabama,6.54,36701
Pennsauken,Aaron Hawkins,Home Office,0.06,1,2013-10-04,30150,Critical,30,0.38,Office Supplies,Small Box,Park Ridge™ Embossed Executive Business Envelopes,Envelopes,193.12,East,4241,443.46,2013-10-05,Regular Air,1.39,New Jersey,15.57,8109
College Station,Fred Hopkins,Home Office,0.01,1,2013-10-04,54563,Critical,24,0.46,Furniture,Small Pack,"DAX Metal Frame, Desktop, Stepped-Edge",Office Furnishings,43.87,Central,7626,523.56,2013-10-06,Regular Air,8.99,Texas,20.24,77840
Selma,Tony Sayre,Home Office,0.09,1,2013-10-04,57475,Low,24,0.37,Office Supplies,Small Box,Xerox 21,Paper,-76.53,South,8047,152.37,2013-10-06,Regular Air,6.6,Alabama,6.48,36701
Kirkwood,Meg O'Connel,Small Business,0.08,1,2013-10-04,55969,Medium,37,0.73,Office Supplies,Small Box,Fellowes Bankers Box™ Staxonsteel® Drawer File/Stacking System,Storage & Organization,189.77,Central,7829,2329.4,2013-10-07,Regular Air,6.88,MO,64.98,63122
Selma,Tony Sayre,Home Office,0.04,1,2013-10-04,57475,Low,32,0.36,Office Supplies,Small Box,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Binders and Binder Accessories,-93.2305,South,8044,167.07,2013-10-11,Regular Air,5.68,Alabama,4.91,36701
Richmond,Michelle Moray,Corporate,0.02,1,2013-10-05,56099,Low,11,0.58,Office Supplies,Small Box,Staples Surge Protector 6 outlet,Appliances,-13.55,South,7844,122.35,2013-10-12,Regular Air,3.99,Kentucky,10.98,40475
Alexandria,Michelle Moray,Corporate,0.1,1,2013-10-05,56099,Low,6,0.6,Office Supplies,Small Box,Hanging Personal Folder File,Storage & Organization,-59.39,South,7843,96.03,2013-10-12,Regular Air,11.25,Louisiana,15.7,71301
Potomac,Barry Gonzalez,Consumer,0.1,1,2013-10-06,40194,Not Specified,30,0.62,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,290.66,East,5686,4506.85,2013-10-07,Delivery Truck,30,Maryland,160.98,20854
Syracuse,Alan Haines,Home Office,0.03,1,2013-10-06,14081,High,31,0.67,Furniture,Jumbo Box,Hon 61000 Series Interactive Training Tables,Tables,-1401.1712,East,1968,1476.12,2013-10-07,Delivery Truck,46.59,New York,44.43,13210
Leavenworth,Sonia Sunley,Corporate,0.06,1,2013-10-06,33600,Low,42,0.4,Office Supplies,Small Box,Xerox 1962,Paper,-94.36,Central,4718,187.28,2013-10-08,Regular Air,4.79,Kansas,4.28,66048
Grants Pass,Adam Shillingsburg,Corporate,0.08,1,2013-10-06,23046,Critical,33,0.39,Office Supplies,Wrap Bag,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Paper,93.33,West,3213,292.75,2013-10-08,Regular Air,2.01,Oregon,8.95,97526
Potomac,Barry Gonzalez,Consumer,0,1,2013-10-06,40194,Not Specified,16,0.39,Technology,Jumbo Box,Hewlett-Packard 2600DN Business Color Inkjet Printer,Office Machines,-14.4159,East,5687,2110.37,2013-10-08,Delivery Truck,56.14,Maryland,119.99,20854
Potomac,Barry Gonzalez,Consumer,0.02,1,2013-10-06,40194,Not Specified,34,0.85,Technology,Small Box,Accessory27,Telephones and Communication,-112.123,East,5688,1094.9105,2013-10-08,Regular Air,5,Maryland,35.99,20854
Xenia,Jane Waco,Corporate,0,1,2013-10-06,55235,Low,33,0.58,Technology,Small Box,6340,Telephones and Communication,730.512,East,7706,2532.6175,2013-10-08,Regular Air,2.79,Ohio,85.99,45385
Coral Gables,Henia Zydlo,Home Office,0.04,1,2013-10-06,20192,Low,35,0.55,Technology,Small Pack,"Verbatim DVD-RAM, 9.4GB, Rewritable, Type 1, DS, DataLife Plus",Computer Peripherals,504.35,South,2799,1624.67,2013-10-13,Regular Air,1.99,Florida,45.19,33134
Hanover,Art Foster,Home Office,0.08,1,2013-10-07,27974,High,35,,Furniture,Medium Box,SAFCO Optional Arm Kit for Workspace® Cribbage Stacking Chair,Chairs & Chairmats,127.17,East,3923,897.42,2013-10-08,Regular Air,5.3,Pennsylvania,26.64,17331
Hanover,Art Foster,Home Office,0.08,1,2013-10-07,27974,High,27,0.52,Furniture,Wrap Bag,Eldon® 500 Class™ Desk Accessories,Office Furnishings,-6.7,East,3924,306.02,2013-10-08,Regular Air,6.2,Pennsylvania,12.07,17331
Gadsden,Lori Olson,Consumer,0.04,1,2013-10-07,8933,High,37,0.36,Office Supplies,Small Box,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Binders and Binder Accessories,640.8405,South,1215,1520.26,2013-10-08,Regular Air,2.99,Alabama,42.8,35904
Northbrook,Thomas Seio,Home Office,0.03,1,2013-10-07,34246,Critical,49,0.6,Office Supplies,Small Box,Eureka Disposable Bags for Sanitaire® Vibra Groomer I® Upright Vac,Appliances,-257.11,Central,4820,199.86,2013-10-08,Regular Air,6.89,Illinois,4.06,60062
Northbrook,Thomas Seio,Home Office,0.03,1,2013-10-07,34246,Critical,18,0.52,Technology,Small Box,AT&T 2230 Dual Handset Phone With Caller ID/Call Waiting,Office Machines,192.33,Central,4821,1888.02,2013-10-08,Regular Air,19.99,Illinois,99.99,60062
Gadsden,Lori Olson,Consumer,0.06,1,2013-10-07,8933,High,30,0.51,Furniture,Small Box,"Seth Thomas 12"" Clock w/ Goldtone Case",Office Furnishings,154.99,South,1216,688.02,2013-10-09,Regular Air,7.58,Alabama,22.98,35904
Oak Forest,Thomas Seio,Home Office,0.01,1,2013-10-07,34246,Critical,27,0.35,Office Supplies,Small Box,"Peel & Seel® Recycled Catalog Envelopes, Brown",Envelopes,1.91,Central,4822,322.69,2013-10-09,Regular Air,6.97,Illinois,11.58,60452
Lakewood,Art Foster,Home Office,0.09,1,2013-10-07,27974,High,31,0.4,Technology,Small Pack,"Memorex 4.7GB DVD+RW, 3/Pack",Computer Peripherals,284.65,West,3925,813.41,2013-10-09,Express Air,1.99,Colorado,28.48,80232
Bangor,Benjamin Venier,Small Business,0.08,1,2013-10-07,16194,Not Specified,24,0.59,Technology,Small Box,V3682,Telephones and Communication,315.486,East,2248,2435.5135,2013-10-09,Regular Air,4.2,Maine,125.99,4401
North Olmsted,Sally Hughsby,Consumer,0.02,1,2013-10-08,7619,Not Specified,8,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,-24.48,East,1040,141.77,2013-10-09,Regular Air,1.99,Ohio,17.48,44070
Los Altos,Brad Thomas,Home Office,0,1,2013-10-08,17568,Not Specified,31,0.42,Technology,Small Pack,Maxell DVD-RAM Discs,Computer Peripherals,170.69,West,2421,512.87,2013-10-09,Regular Air,1.99,California,16.48,94024
Casper,Frank Hawley,Home Office,0.05,1,2013-10-08,47360,Not Specified,25,0.66,Furniture,Jumbo Drum,"Global Leather Task Chair, Black",Chairs & Chairmats,-514.18,West,6657,2200.64,2013-10-10,Delivery Truck,42,Wyoming,89.99,82604
Woodstock,Julia Dunbar,Consumer,0.02,1,2013-10-08,52641,Not Specified,6,0.6,Technology,Small Box,300 Series Non-Flip,Telephones and Communication,-449.416,South,7383,834.2155,2013-10-10,Regular Air,8.08,Georgia,155.99,30188
Delray Beach,Jill Stevenson,Consumer,0.09,1,2013-10-08,32519,Low,8,0.59,Office Supplies,Small Box,Belkin 6 Outlet Metallic Surge Strip,Appliances,-23.82,South,4571,85.36,2013-10-13,Regular Air,4.5,Florida,10.89,33445
Minnetonka,Sean Wendt,Corporate,0.03,1,2013-10-09,44450,Critical,24,0.6,Technology,Small Box,StarTAC Analog,Telephones and Communication,58.167,Central,6280,1326.51,2013-10-09,Regular Air,8.99,Minnesota,65.99,55345
Battle Creek,Giulietta Weimer,Corporate,0.1,1,2013-10-09,48452,High,19,0.5,Technology,Small Box,U.S. Robotics 56K Internet Call Modem,Computer Peripherals,51.44,Central,6798,1781.11,2013-10-09,Regular Air,19.99,Michigan,99.99,49017
Oshkosh,Sean Miller,Small Business,0.05,1,2013-10-09,20545,Not Specified,1,0.6,Furniture,Jumbo Drum,Global Commerce™ Series High-Back Swivel/Tilt Chairs,Chairs & Chairmats,-163.58,Central,2852,361.94,2013-10-10,Delivery Truck,69.55,Wisconsin,284.98,54901
Battle Creek,Giulietta Weimer,Corporate,0.03,1,2013-10-09,48452,High,44,0.49,Furniture,Small Box,"Eldon® Image Series Desk Accessories, Burgundy",Office Furnishings,-192.56,Central,6799,185.32,2013-10-10,Regular Air,6.92,Michigan,4.18,49017
Bartlesville,Jennifer Halladay,Home Office,0.04,1,2013-10-09,10147,High,22,0.35,Office Supplies,Small Box,Storex DuraTech Recycled Plastic Frosted Binders,Binders and Binder Accessories,-72.91,Central,1399,96.75,2013-10-10,Regular Air,5.41,Oklahoma,4.24,74006
Minnetonka,Sean Wendt,Corporate,0.07,1,2013-10-09,44450,Critical,14,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,35.33,Central,6279,243.23,2013-10-10,Regular Air,1.99,Minnesota,17.48,55345
Battle Creek,Giulietta Weimer,Corporate,0.09,1,2013-10-09,48452,High,32,0.7,Furniture,Jumbo Drum,Novimex Fabric Task Chair,Chairs & Chairmats,-588.9,Central,6797,1859.01,2013-10-11,Delivery Truck,30,Michigan,60.98,49017
Oshkosh,Sean Miller,Small Business,0.02,1,2013-10-09,20545,Not Specified,40,0.68,Furniture,Large Box,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Tables,-1754.388,Central,2854,2894.68,2013-10-11,Regular Air,69,Wisconsin,71.37,54901
Carson City,Carl Weiss,Consumer,0.03,1,2013-10-09,5350,Low,39,0.42,Office Supplies,Medium Box,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Appliances,-12.2,West,747,434.73,2013-10-11,Regular Air,6.12,Nevada,11.33,89701
Bay City,Giulietta Weimer,Corporate,0.08,1,2013-10-09,48452,High,15,0.38,Office Supplies,Small Box,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Binders and Binder Accessories,-44.7925,Central,6800,73.41,2013-10-11,Regular Air,4.97,Michigan,4.91,48708
Bay City,Giulietta Weimer,Corporate,0.04,1,2013-10-09,48452,High,28,0.37,Office Supplies,Wrap Bag,Binder Clips by OIC,Rubber Bands,5.77,Central,6801,43.66,2013-10-11,Regular Air,0.7,Michigan,1.48,48708
Macon,William Brown,Home Office,0.1,1,2013-10-09,55136,Critical,29,0.38,Office Supplies,Small Box,Staples Copy Paper (20Lb. and 84 Bright),Paper,-66.46,South,7689,134.68,2013-10-11,Regular Air,4.7,Georgia,4.98,31204
Oshkosh,Sean Miller,Small Business,0.02,1,2013-10-09,20545,Not Specified,31,0.36,Office Supplies,Small Box,Xerox 1919,Paper,554.95,Central,2853,1276.04,2013-10-11,Regular Air,5.86,Wisconsin,40.99,54901
Columbus,Carl Weiss,Consumer,0.08,1,2013-10-09,5350,Low,50,0.73,Office Supplies,Small Box,"Fellowes Strictly Business® Drawer File, Letter/Legal Size",Storage & Organization,595.2,South,748,7017.42,2013-10-16,Regular Air,19.99,Mississippi,140.85,39701
Chandler,Rob Williams,Home Office,0.03,1,2013-10-09,20868,Low,9,0.55,Office Supplies,Small Box,"Hot File® 7-Pocket, Floor Stand",Storage & Organization,188.91,West,2893,1609.19,2013-10-16,Regular Air,19.99,Arizona,178.47,85224
Wausau,Todd Boyes,Small Business,0.1,1,2013-10-10,52800,Not Specified,13,0.82,Office Supplies,Wrap Bag,"Super Bands, 12/Pack",Rubber Bands,-27.29,Central,7402,26.08,2013-10-11,Regular Air,2.58,Wisconsin,1.86,54401
Cedar Rapids,Kimberly Carter,Home Office,0,1,2013-10-10,9860,Critical,43,0.68,Technology,Small Pack,"Imation 3.5"" DS-HD Macintosh Formatted Diskettes, 10/Pack",Computer Peripherals,-73.66,Central,1352,319.69,2013-10-11,Regular Air,3.52,Iowa,7.28,52402
Maplewood,Michael Paige,Small Business,0.07,1,2013-10-10,4455,Medium,39,0.42,Furniture,Wrap Bag,"Master Giant Foot® Doorstop, Safety Yellow",Office Furnishings,14.15,East,637,279.29,2013-10-12,Regular Air,4,New Jersey,7.59,7040
Elgin,Jamie Kunitz,Corporate,0.1,1,2013-10-10,47460,Critical,12,0.54,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,-3.64,Central,6665,31.6,2013-10-12,Regular Air,0.93,Illinois,2.84,60123
Teaneck,Bobby Elias,Small Business,0.04,1,2013-10-10,42529,Low,48,0.57,Office Supplies,Small Box,"Fellowes Smart Surge Ten-Outlet Protector, Platinum",Appliances,1060.87,East,6006,2996.93,2013-10-14,Regular Air,3.5,New Jersey,60.22,7666
Kearny,Bobby Elias,Small Business,0.08,1,2013-10-10,42529,Low,2,0.59,Office Supplies,Wrap Bag,Newell 339,Pens & Art Supplies,-4.44,East,6004,6.34,2013-10-14,Regular Air,0.97,New Jersey,2.78,7032
San Mateo,Bobby Elias,Small Business,0.03,1,2013-10-10,42529,Low,8,0.4,Office Supplies,Small Box,Xerox 1920,Paper,-33.95,West,6005,57.15,2013-10-15,Regular Air,7.5,California,5.98,94403
Bozeman,Ken Dana,Small Business,0.02,1,2013-10-11,17952,Medium,28,0.52,Office Supplies,Medium Box,Holmes Odor Grabber,Appliances,2.33,West,2465,430.13,2013-10-12,Regular Air,6.75,Montana,14.42,59715
Noblesville,Jack Lebron,Corporate,0.02,1,2013-10-11,22469,High,23,0.67,Furniture,Large Box,Hon 5100 Series Wood Tables,Tables,40.32,Central,3134,6693.28,2013-10-13,Regular Air,69,Indiana,290.98,46060
Gilroy,Brendan Murry,Corporate,0.02,1,2013-10-11,47972,Medium,46,0.59,Office Supplies,Small Box,Economy Rollaway Files,Storage & Organization,1952.15,West,6739,7685.62,2013-10-13,Express Air,19.99,California,165.2,95020
Noblesville,Jack Lebron,Corporate,0.03,1,2013-10-11,22469,High,24,0.59,Office Supplies,Large Box,Euro Pro Shark Stick Mini Vacuum,Appliances,-678.63,Central,3133,1482.81,2013-10-13,Regular Air,49,Indiana,60.98,46060
Plainfield,Jack Lebron,Corporate,0.1,1,2013-10-11,22469,High,44,0.6,Technology,Medium Box,Bell Sonecor JB700 Caller ID,Telephones and Communication,-162.371,Central,3135,275.91,2013-10-13,Regular Air,5.03,Illinois,7.99,60544
Kannapolis,Lycoris Saunders,Home Office,0.07,1,2013-10-12,34849,Critical,3,0.58,Office Supplies,Small Box,Smead Adjustable Mobile File Trolley with Lockable Top,Storage & Organization,-434.81,South,4898,1192.93,2013-10-13,Regular Air,19.99,North Carolina,419.19,28081
Kannapolis,Lycoris Saunders,Home Office,0.08,1,2013-10-12,34849,Critical,22,0.36,Office Supplies,Wrap Bag,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Paper,19.77,South,4897,100.13,2013-10-13,Regular Air,1.52,North Carolina,4.73,28081
Owatonna,Theone Pippenger,Corporate,0.08,1,2013-10-12,40259,Medium,4,0.64,Technology,Small Pack,"DS/HD IBM Formatted Diskettes, 10/Pack - Staples",Computer Peripherals,-20.9,Central,5695,29.05,2013-10-13,Express Air,4.32,Minnesota,4.98,55060
Blaine,Matt Abelman,Home Office,0.02,1,2013-10-12,7015,Not Specified,42,0.56,Technology,Small Box,T65,Telephones and Communication,2374.731,Central,968,7143.927,2013-10-13,Express Air,4.2,Minnesota,195.99,55434
Albany,Patrick Ryan,Corporate,0.04,1,2013-10-12,7559,Critical,39,0.65,Technology,Small Box,"Fellowes Basic 104-Key Keyboard, Platinum",Computer Peripherals,-63.39,South,1038,806.05,2013-10-13,Regular Air,5.99,Georgia,20.95,31707
Albany,Patrick Ryan,Corporate,0.05,1,2013-10-12,7559,Critical,9,0.6,Office Supplies,Large Box,Hoover Portapower™ Portable Vacuum,Appliances,-374.82,South,1037,90.37,2013-10-14,Regular Air,49,Georgia,4.48,31707
Kannapolis,Lycoris Saunders,Home Office,0.1,1,2013-10-12,34849,Critical,3,0.39,Office Supplies,Small Box,Avery 506,Labels,-2.83,South,4896,11.76,2013-10-14,Regular Air,0.5,North Carolina,4.13,28081
Owosso,Chuck Clark,Corporate,0.03,1,2013-10-12,37410,Medium,45,0.36,Technology,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,8504.47,Central,5255,18775.76,2013-10-14,Delivery Truck,48.26,Michigan,400.97,48841
Blaine,Matt Abelman,Home Office,0.07,1,2013-10-12,7015,Not Specified,47,0.44,Technology,Small Pack,"Imation Printable White 80 Minute CD-R Spindle, 50/Pack",Computer Peripherals,775.88,Central,967,1880.8,2013-10-14,Regular Air,1.99,Minnesota,40.98,55434
Jackson,Patrick O'Brill,Home Office,0.04,1,2013-10-12,57314,Low,22,0.38,Office Supplies,Wrap Bag,"Snap-A-Way® Black Print Carbonless Ruled Speed Letter, Triplicate",Paper,341.53,Central,8020,846.35,2013-10-16,Express Air,5.08,Michigan,37.94,49201
Jackson,Patrick O'Brill,Home Office,0,1,2013-10-12,57314,Low,26,0.58,Technology,Small Box,6340,Telephones and Communication,473.355,Central,8021,1976.3945,2013-10-19,Regular Air,2.79,Michigan,85.99,49201
Augusta,Dave Poirier,Small Business,0.07,1,2013-10-13,26401,Medium,1,0.35,Office Supplies,Small Box,GBC DocuBind 200 Manual Binding Machine,Binders and Binder Accessories,-199.3065,East,3693,415,2013-10-15,Regular Air,19.99,Maine,420.98,4330
Conroe,Jim Mitchum,Consumer,0.07,1,2013-10-13,13440,Not Specified,22,0.44,Technology,Small Pack,"Memorex 80 Minute CD-R Spindle, 100/Pack",Computer Peripherals,326.39,Central,1867,971.82,2013-10-15,Regular Air,1.99,Texas,43.98,77301
Westerville,Harold Ryan,Home Office,0.09,1,2013-10-13,1507,Medium,29,0.79,Technology,Small Box,Adesso Programmable 142-Key Keyboard,Computer Peripherals,126.62,East,226,4345.86,2013-10-15,Regular Air,4,Ohio,152.48,43081
Highland Park,Muhammed MacIntyre,Small Business,0.04,1,2013-10-13,3,Low,6,0.8,Office Supplies,Large Box,"Eldon Base for stackable storage shelf, platinum",Storage & Organization,-213.25,Central,1,261.54,2013-10-20,Regular Air,35,Illinois,38.94,60035
San Diego,Julia Barnett,Home Office,0.01,1,2013-10-14,42467,High,10,0.38,Office Supplies,Small Box,"Avery Flip-Chart Easel Binder, Black",Binders and Binder Accessories,-48.208,West,5991,238.88,2013-10-14,Regular Air,15.1,California,22.38,92105
McKeesport,Jessica Myrick,Small Business,0.05,1,2013-10-14,14402,Medium,1,0.62,Furniture,Jumbo Drum,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Chairs & Chairmats,-106.33,East,2020,184.46,2013-10-16,Delivery Truck,30,Pennsylvania,160.98,15131
Creve Coeur,Joseph Airdo,Consumer,0.05,1,2013-10-14,49986,Critical,39,0.54,Office Supplies,Wrap Bag,SANFORD Liquid Accent™ Tank-Style Highlighters,Pens & Art Supplies,8.6,Central,6997,110.36,2013-10-16,Regular Air,0.93,MO,2.84,63141
San Diego,Julia Barnett,Home Office,0,1,2013-10-14,42467,High,39,0.64,Technology,Small Box,Belkin ErgoBoard™ Keyboard,Computer Peripherals,53.63,West,5992,1235.29,2013-10-16,Express Air,6.5,California,30.98,92105
San Diego,Julia Barnett,Home Office,0.09,1,2013-10-14,42467,High,12,0.6,Technology,Small Box,T28 WORLD,Telephones and Communication,-253.374,West,5993,1928.327,2013-10-16,Regular Air,8.99,California,195.99,92105
Waterville,Giulietta Dortch,Consumer,0,1,2013-10-15,30023,Low,36,0.59,Office Supplies,Small Pack,Boston 1730 StandUp Electric Pencil Sharpener,Pens & Art Supplies,19.73,East,4228,840.24,2013-10-15,Regular Air,8.99,Maine,21.38,4901
Dayton,Bill Overfelt,Corporate,0.06,1,2013-10-15,50307,Low,31,0.45,Technology,Small Pack,"Maxell Pro 80 Minute CD-R, 10/Pack",Computer Peripherals,161.37,East,7047,536.83,2013-10-15,Regular Air,1.99,Ohio,17.48,45406
Lake In The Hills,Nicole Hansen,Small Business,0.03,1,2013-10-15,31492,Critical,23,0.79,Office Supplies,Small Box,Fellowes Stor/Drawer® Steel Plus™ Storage Drawers,Storage & Organization,-235.56,Central,4413,2149.03,2013-10-16,Regular Air,19.99,Illinois,95.43,60102
Delaware,Bill Overfelt,Corporate,0.06,1,2013-10-15,50307,Low,32,0.36,Office Supplies,Small Box,Xerox 1940,Paper,647.25,East,7048,1734.31,2013-10-17,Express Air,10.75,Ohio,54.96,43015
Lake In The Hills,Nicole Hansen,Small Business,0.04,1,2013-10-15,31492,Critical,26,0.58,Office Supplies,Small Box,Staples 6 Outlet Surge,Appliances,-12.25,Central,4411,321.68,2013-10-17,Regular Air,4.98,Illinois,11.97,60102
Reading,Giulietta Dortch,Consumer,0.1,1,2013-10-15,30023,Low,28,0.36,Technology,Jumbo Box,Hewlett-Packard Deskjet 1220Cse Color Inkjet Printer,Office Machines,3256.81,East,4227,10253.75,2013-10-17,Delivery Truck,48.26,MA,400.97,1867
Lake In The Hills,Nicole Hansen,Small Business,0.09,1,2013-10-15,31492,Critical,34,0.7,Office Supplies,Small Box,Acco Perma® 2700 Stacking Storage Drawers,Storage & Organization,-21.1,Central,4412,971.95,2013-10-18,Express Air,6.64,Illinois,29.74,60102
Lodi,Giulietta Dortch,Consumer,0.02,1,2013-10-15,30023,Low,34,0.38,Technology,Jumbo Drum,Canon PC940 Copier,Copiers and Fax,6463.34,East,4225,16193.16,2013-10-19,Delivery Truck,49,New Jersey,449.99,7644
Naugatuck,Giulietta Dortch,Consumer,0.1,1,2013-10-15,30023,Low,14,0.57,Office Supplies,Small Box,"SimpliFile™ Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",Storage & Organization,-76.34,East,4226,157.33,2013-10-24,Regular Air,8.6,Connecticut,11.35,6770
